29
0, -358.000000, 55.000000
1, -346.000000, 8.000000
2, -321.000000, -3.000000
3, -222.000000, 47.000000
4, -215.000000, 148.000000
5, -138.000000, 129.000000
6, -137.000000, 13.000000
7, -182.000000, -21.000000
8, -256.000000, -75.000000
9, -263.000000, -144.000000
10, -53.000000, -188.000000
11, 22.000000, -6.000000
12, -75.000000, 125.000000
13, -76.000000, 174.000000
14, 26.000000, 92.000000
15, 52.000000, 85.000000
16, 104.000000, -5.000000
17, 86.000000, 111.000000
18, 8.000000, 170.000000
19, -213.000000, 49.000000
20, -258.000000, 36.000000
21, -263.000000, -23.000000
22, -221.000000, 11.000000
23, -191.000000, 116.000000
24, -126.000000, 97.000000
25, -103.000000, -43.000000
26, -202.000000, -76.000000
27, 23.000000, -36.000000
28, 103.000000, 243.000000
